,0,1,size
3545,Eastern,NNP,7
3546,Easterners,NNS,2
3547,Eastman,NNP,1
3548,Ebasco,NNP,1
3549,Ecco,NNP,1
3550,Echoing,VBG,1
3551,Eclipse,NNP,2
3552,Economic,NNP,4
3553,Economics,NNP,2
3554,Economists,NNS,6
3555,Economy,NNP,1
3556,Ed,NNP,1
3557,Eddie,NNP,2
3558,Eddy,NNP,3
3559,Edgar,NNP,2
3560,Edison,NNP,4
3561,Editor,NNP,1
3562,Edsel,NNP,4
3563,Eduard,NNP,1
3564,Education,NNP,3
3565,Edward,NNP,8
3566,Edwards,NNP,4
3567,Edwin,NNP,1
3568,Efforts,NNS,1
3569,Egan,NNP,1
3570,Egg,NNP,11
3571,Egg-industry,NN,1
3572,Egon,NNP,3
3573,Ehman,NNP,3
3574,Eichner,NNP,1
3575,Eighteen,CD,1
3576,Einhorn,NNP,1
3577,Eisai,NNP,1
3578,Eisenberg,NNP,2
3579,Eiszner,NNP,1
3580,Either,CC,3
3581,El,NNP,12
3582,Elaine,NNP,1
3583,Elders,NNP,1
3584,Eldred,NNP,1
3585,Elected,VBN,2
3586,Election,NNP,2
3587,Electric,NNP,8
3588,Electrical,JJ,1
3589,Electricity,NNP,2
3590,Electrochemical,NNP,1
3591,Electrolux,NNP,1
3592,Electronic,JJ,1
3593,Electronic,NNP,2
3594,Electronics,NNP,2
3595,Elgin,NNP,1
3596,Eli,NNP,1
3597,Eliminating,VBG,1
3598,Eljer,NNP,1
3599,Ellis,NNP,3
3600,Elrick,NNP,1
3601,Else,RB,1
3602,Elsewhere,RB,5
3603,Elvekrog,NNP,1
3604,Elvira,NNP,1
3605,Embarcadero,NNP,2
3606,Embassy,NNP,1
3607,Emergency,NNP,3
3608,Emeryville,NNP,1
3609,Emmerich,NNP,1
3610,Empire,NNP,3
3611,Empire-Berol,NNP,1
3612,Employee,NNP,2
3613,Employees,NNP,1
3614,Employers,NNS,2
3615,Empty,JJ,1
3616,Emshwiller,NNP,1
3617,End,NN,2
3618,Endless,JJ,1
3619,Energie,NNP,1
3620,Energy,NN,2
3621,Energy,NNP,9
3622,Enersen,NNP,1
3623,Enforcement,NNP,2
3624,Enforcers,NNS,2
3625,Engelken,NNP,3
3626,Engineered,NNP,1
3627,Engineering,NNP,5
3628,England,NNP,12
3629,Englewood,NNP,4
3630,English,NNP,4
3631,English-language,JJ,2
3632,Englishwoman,NNP,1
3633,Enright,NNP,1
3634,Enron,NNP,5
3635,Enserch,NNP,1
3636,Enter,VB,1
3637,Enterprise,NNP,1
3638,Enterprises,NNPS,5
3639,Entertainment,NNP,6
3640,Enthusiast,NNP,1
3641,Enthusiasts,NNS,1
3642,Environmental,NNP,2
3643,Eppelmann,NNP,1
3644,Epps,NNP,1
3645,Equipment,NNP,12
3646,Equitable,NNP,3
3647,Equitec,NNP,7
3648,Equity,NNP,4
3649,Erasing,VBG,1
3650,Erdos,NNP,1
3651,Erensel,NNP,1
3652,Eric,NNP,2
3653,Erich,NNP,2
3654,Erie,NNP,2
3655,Erik,NNP,1
3656,Ernest,NNP,1
3657,Ernesto,NNP,1
3658,Ernst,NNP,1
3659,Escort,NNP,1
3660,Especially,RB,2
3661,Espectador,NNP,4
3662,Essex,NNP,2
3663,Esso,NNP,2
3664,Estate,NNP,4
3665,Esteli,NNP,1
3666,Esther,NNP,1
3667,Estimated,VBN,4
3668,Estimates,NNS,1
3669,Eugene,NNP,1
3670,Eurocom,NNP,15
3671,Euroconvertible,JJ,1
3672,Europa,NNP,3
3673,Europe,NNP,43
3674,European,JJ,27
3675,European,NNP,8
3676,Europeans,NNPS,3
3677,Evaluating,VBG,1
3678,Evan,NNP,1
3679,Evans,NNP,5
3680,Evanston,NNP,1
3681,Evelyn,NNP,1
3682,Even,JJ,4
3683,Even,RB,32
3684,Event,NN,1
3685,Eventually,RB,2
3686,Ever,RB,2
3687,Every,DT,2
3688,Everyone,NN,4
3689,Everything,NN,2
3690,Ewing,NNP,1
3691,Ex-Im,NNP,2
3692,Exabyte,NNP,1
3693,Examiner,NNP,2
3694,Excel,NNP,1
3695,Except,IN,1
3696,Exchange,NNP,106
3697,Exchequer,NNP,4
3698,Excluded,VBN,1
3699,Excludes,VBZ,1
3700,Excluding,VBG,6
3701,Executive,NNP,1
3702,Executives,NNS,2
3703,Exodus,NNP,1
3704,Expansion,NN,1
3705,Expect,VB,1
3706,Expenses,NNS,1
3707,Experts,NNS,4
3708,Exploration,NNP,1
3709,Expo,NNP,1
3710,Export-Import,NNP,1
3711,Express,NNP,27
3712,Extension,NNP,1
3713,Exxon,NNP,3
3714,Eye,NNP,2
3715,F-14,NN,1
3716,F-15,NNP,1
3717,F-16,NN,1
3718,F-16,NNP,2
3719,F.,NNP,12
3720,F.S.B.,NNP,1
3721,FAA,NNP,1
3722,FADA,NNP,4
3723,FALTERS,NNP,1
3724,FARMERS,NNS,1
3725,FARMING,NNP,1
3726,FAX,NNP,1
3727,FCB\/Leber,NNP,1
3728,FDA,NNP,7
3729,FDA-approved,JJ,1
3730,FDIC,NNP,2
3731,FE,NNP,1
3732,FEDERAL,JJ,3
3733,FEDERAL,NNP,4
3734,FEMA,NNP,9
3735,FFr,NNP,2
3736,FHA,NNP,1
3737,FHLBB,NNP,1
3738,FIG,NNP,1
3739,FIRM,NN,1
3740,FM,NNP,3
3741,FOR,IN,3
3742,FORCE,VBP,1
3743,FOREIGN,JJ,2
3744,FORMER,JJ,1
3745,FOX,NN,1
3746,FREDERICK,NNP,1
3747,FT,NNP,1
3748,FT-SE,NNP,5
3749,FTC,NNP,5
3750,FUNDS,NNS,7
3751,F\/A-18,NNP,1
3752,Fab,NNP,1
3753,Fabbri,NNP,1
3754,Faberge,NNP,2
3755,Fabrics,NNP,1
3756,Fabulous,NNP,2
3757,Faced,VBN,1
3758,Fails,VBZ,1
3759,Falconbridge,NNP,7
3760,Falkland,NNP,1
3761,Fallout,NNP,1
3762,Fame,NNP,1
3763,Familia,NNP,2
3764,Family,NNP,4
3765,Fannie,NNP,12
3766,Fanuc,NNP,1
3767,Far,NNP,3
3768,Fares,NNS,1
3769,Fargo,NNP,4
3770,Farm,NNP,6
3771,Farmers,NNP,7
3772,Fashion,NNP,3
3773,Fassbinder,NNP,1
3774,Fast-food,NN,1
3775,Fate,NNP,1
3776,Fault,NNP,2
3777,Fax,NNP,1
3778,Fay,NNP,1
3779,Fazio,NNP,3
3780,Fe,NNP,2
3781,Fear,NN,2
3782,Feb.,NNP,4
3783,February,NNP,7
3784,Fed,JJ,1
3785,Fed,NNP,41
3786,Federal,NNP,73
3787,Federation,NNP,1
3788,Feedlots,NNS,1
3789,Feelings,NNS,1
3790,Fees,NNS,6
3791,Feldman,NNP,1
3792,Felipe,NNP,1
3793,Femina,NNP,15
3794,Ferdinand,NNP,1
3795,Ferembal,NNP,2
3796,Ferguson,NNP,2
3797,Fernando,NNP,2
3798,Few,JJ,2
3799,Fiat,NNP,1
3800,FiberCom,NNP,1
3801,Fidelity,NNP,7
3802,Fiedler,NNP,1
3803,Field,NNP,9
3804,Fienberg,NNP,1
3805,Fifth,NNP,6
3806,Fight,VB,1
3807,Fighter,NNP,1
3808,Fighting,NNP,1
3809,Figure,NN,6
3810,Figures,NNS,2
3811,Figuring,VBG,2
3812,FileNet,NNP,5
3813,Fill-Or-Kill,NNP,1
3814,Film,NNP,2
3815,Filmworks,NNP,1
3816,Filtered,VBN,1
3817,Fina,NNP,1
3818,Final,JJ,2
3819,Finally,RB,6
3820,Finance,NNP,9
3821,Financial,NNP,42
3822,Financiere,NNP,1
3823,Financing,NNP,1
3824,Finanziaria,NNP,2
3825,Fine,NNP,1
3826,Fingers,NNP,1
3827,Finkelstein,NNP,1
3828,Fiorini,NNP,3
3829,Fire,NNP,3
3830,Fireman,NNP,10
3831,Firms,NNS,2
3832,First,JJ,1
3833,First,NNP,44
3834,First,RB,9
3835,Fiscal,JJ,3
3836,Fischer,NNP,2
3837,Fisher,NNP,1
3838,Fittingly,RB,1
3839,Fitzwater,NNP,7
3840,Five,CD,1
3841,Fla,NNP,1
3842,Fla.,NNP,8
3843,Flags,NNS,1
3844,Flashdance,NNP,2
3845,Fleet\/Norstar,NNP,1
3846,Fleetwood,NNP,1
3847,Fleischer,NNP,1
3848,Fleischmann,NNP,5
3849,Flesh,NN,1
3850,Fletcher,NNP,3
3851,Flippo,NNP,1
3852,Florida,NNP,20
3853,Florio,NNP,15
3854,Floss,NNP,1
3855,Fluctuation,NN,1
3856,Fluent,JJ,1
3857,Fluor,NNP,2
3858,Fly,VB,1
3859,Flying,NNP,2
3860,Focusing,VBG,1
3861,Fogg,NNP,2
3862,Foiled,VBN,1
3863,Foley,NNP,3
3864,Folgers,NNP,1
3865,Following,VBG,2
3866,Food,NN,2
3867,Food,NNP,12
3868,Foods,NNP,2
3869,Foods,NNPS,4
3870,Foot,NNP,1
3871,Foote,NNP,1
3872,For,IN,121
3873,Force,NNP,9
3874,Forces,NNPS,1
3875,Ford,NNP,35
3876,Forecasts,NNS,1
3877,Foreign,JJ,4
3878,Foreign,NNP,5
3879,Forest,NNP,8
3880,Forget,VB,1
3881,Formally,RB,2
3882,Former,JJ,1
3883,Formerly,RB,1
3884,Forrester,NNP,1
3885,Fort,NNP,5
3886,Forte,NNP,1
3887,Fortunately,RB,2
3888,Forum,NNP,1
3889,Fossett,NNP,3
3890,Fossey,NNP,2
3891,Foster,NNP,2
3892,Foundation,NNP,4
3893,Four,CD,6
3894,Fourth,NNP,1
3895,Fox,NNP,21
3896,France,NNP,15
3897,Franchisees,NNS,1
3898,Francis,NNP,5
3899,Franciscans,NNP,2
3900,Francisco,NNP,107
3901,Francisco-based,JJ,2
3902,Franciso,NNP,1
3903,Franco,NNP,6
3904,Frank,NNP,12
3905,Frankfurt,NNP,6
3906,Franklin,NNP,3
3907,Frankly,RB,1
3908,Fraud,NNP,1
3909,Frawley,NNP,1
3910,Fred,NNP,1
3911,Freddie,NNP,10
3912,Frederick,NNP,6
3913,Fredric,NNP,1
3914,Free,NNP,1
3915,Freedom,NNP,2
3916,Freeway,NNP,3
3917,Freight,NN,2
3918,Freightways,NNP,2
3919,Freind,NNP,5
3920,Fremont,NNP,2
3921,French,JJ,14
3922,Frequent,JJ,1
3923,Freres,NNP,3
3924,Friday,NNP,91
3925,Friday-the-13th,JJ,1
3926,Fridays,NNPS,2
3927,Fried,NNP,3
3928,From,IN,13
3929,Fruehauf,NNP,1
3930,Fruit,NNP,1
3931,Fueling,VBG,2
3932,Fuji,NNP,2
3933,Fujisawa,NNP,2
3934,Fujitsu,NNP,1
3935,Fukuyama,NNP,3
3936,Fuller,NNP,1
3937,Fulton,NNP,3
3938,Fund,NNP,22
3939,Fundamental,JJ,1
3940,Funding,NNP,3
3941,Funds,NNS,1
3942,Fur,NNP,1
3943,Furman,NNP,1
3944,Furs,NNP,3
3945,Further,RB,1
3946,Furthermore,RB,1
3947,Futures,NNP,2
3948,Futures,NNS,11
3949,G.,NNP,8
3950,G.D.,NNP,1
3951,G.m.b,NNP,1
3952,GATT,NNP,4
3953,GDR,NNP,2
3954,GE,NNP,4
3955,GEC,NNP,1
3956,GET,VB,1
3957,GIVE,VBP,1
3958,GM,NNP,13
3959,GNP,NNP,8
3960,GOP,NNP,22
3961,GR8FLRED,CD,2
3962,GTE,NNP,11
3963,Ga.,NNP,3
3964,Gaining,VBG,1
3965,Galicia,NNP,1
3966,Galileo,NNP,14
3967,Gallagher,NNP,1
3968,Gallery,NNP,1
3969,Galles,NNP,1
3970,Gallup,NNP,2
3971,Galoob,NNP,1
3972,Galveston-Houston,NNP,2
3973,Gamble,NNP,2
3974,Gaming,NNP,1
3975,Garcia,NNP,5
3976,Garden,NNP,1
3977,Gargan,NNP,5
3978,Gargantuan,JJ,1
3979,Garnett,NNP,1
3980,Garpian,JJ,1
3981,Garrison,NNP,2
3982,Gartner,NNP,3
3983,Gary,NNP,4
3984,Gas,NNP,9
3985,Gasoline,NN,1
3986,Gate,NNP,1
3987,Gatos,NNP,1
3988,Gaubert,NNP,9
3989,Gen.,NNP,12
3990,Genentech,NNP,1
3991,General,NNP,47
3992,Generale,NNP,2
3993,Generally,RB,1
3994,Generating,NNP,1
3995,Generation,NNP,2
3996,Geneva,NNP,3
3997,Geneva-based,JJ,1
3998,Genocide,NN,1
3999,Genova,NNP,2
4000,Genscher,NNP,3
4001,Gentility,NN,1
4002,Geo,NNP,1
4003,Geoffrey,NNP,1
4004,George,NNP,18
4005,Georgia,NNP,10
4006,Georgia-Pacific,NNP,6
4007,Gerald,NNP,2
4008,Gerard,NNP,3
4009,German,JJ,39
4010,German,NN,1
4011,German,NNP,5
4012,Germans,NNPS,7
4013,Germany,NNP,46
4014,Gero,NNP,1
4015,Get,VB,1
4016,Gethsemane,NNP,1
4017,Getting,VBG,3
4018,Ghostbusters,NNP,1
4019,Giamatti,NNP,1
4020,Giancarlo,NNP,1
4021,Giant,NNP,2
4022,Giants,NNP,1
4023,Gibraltar,NNP,2
4024,Gibson,NNP,3
4025,Gilbert,NNP,1
4026,Gilchrist,NNP,2
4027,Gilder,NNP,1
4028,Gilgore,NNP,1
4029,Gillette,NNP,6
4030,Gingerly,RB,1
4031,Ginn,NNP,1
4032,Ginnie,NNP,3
4033,Gintel,NNP,8
4034,Girozentrale,NNP,1
4035,Given,VBN,1
4036,Glaser,NNP,1
4037,Glass,NN,1
4038,Glazer,NNP,4
4039,Glen,NNP,1
4040,Glenn,NNP,2
4041,Global,NNP,1
4042,Glorioso,NNP,1
4043,Gloucester,NNP,1
4044,Go,VB,2
4045,God,NNP,3
4046,Going,VBG,1
4047,Gold,NNP,1
4048,Goldberg,NNP,4
4049,Golden,NNP,9
4050,Goldman,NNP,9
4051,Goldsmith,NNP,8
4052,Goldwater,NNP,1
4053,Goliath,NNP,1
4054,Golomb,NNP,2
4055,Gonzalez,NNP,2
4056,Good,JJ,1
4057,Goodbye,NNP,1
4058,Goode,NNP,2
4059,Goodfellow,NNP,2
4060,Goodwin,NNP,1
4061,Gorbachev,NNP,12
4062,Gordon,NNP,4
4063,Gorillas,NNP,2
4064,Gorman,NNP,1
4065,Gortari,NNP,1
4066,Got,VB,1
4067,Got,VBD,1
4068,Gottesfeld,NNP,1
4069,Gourlay,NNP,2
4070,Gov.,NNP,10
4071,Government,NN,2
4072,Government,NNP,4
4073,Governments,NNS,1
4074,Governors,NNP,1
4075,Grace,NNP,5
4076,Gradison,NNP,1
4077,Graduate,NNP,1
4078,Graham,NNP,1
4079,Grain,NNP,1
4080,Gramm-Rudman,NNP,1
4081,Grand,NNP,9
4082,Granges,NNP,4
4083,Grano,NNP,2
4084,Grant,NNP,4
4085,Graphics,NNP,2
4086,Gras,NNP,3
4087,Grateful,NNP,1
4088,Gray,NNP,2
4089,Greaney,NNP,1
4090,Grease,NN,1
4091,Great,JJ,1
4092,Great,NNP,14
4093,Greece,NNP,3
4094,Green,NNP,9
4095,Greenberg,NNP,3
4096,Greenspan,NNP,1
4097,Greenwich,NNP,5
4098,Greenwood,NNP,1
4099,Greg,NNP,1
4100,Gregory,NNP,1
4101,Greifswald,NNP,1
4102,Greiner,NNP,1
4103,Grenfell,NNP,4
4104,Grey,NNP,1
4105,Grievances,NNP,1
4106,Groom,NNP,1
4107,Gross,NNP,4
4108,Grossman,NNP,3
4109,Ground,NNP,1
4110,Group,NNP,71
4111,Grover,NNP,1
4112,Grows,VBZ,1
4113,Growth,NN,1
4114,Grubb,NNP,1
4115,Grubman,NNP,1
4116,Grumman,NNP,1
4117,Grupo,NNP,1
4118,Grusin,NNP,1
4119,Guadalajara,NNP,1
4120,Guarana,NNP,1
4121,Guaranteed,VBN,4
4122,Guaranty,NNP,1
4123,Guard,NNP,1
4124,Guardian,NNP,1
4125,Guber,NNP,52
4126,Guber-Peters,NNP,2
4127,Guenter,NNP,2
4128,Guides,NNS,2
4129,Guildford,NNP,1
4130,Guillermo,NNP,1
4131,Guinea,NNP,1
4132,Guinness,NNP,5
4133,Gulf,NNP,6
4134,Gur,NNP,1
4135,Guy,NNP,2
4136,Guzewich,NNP,1
4137,Guzman,NNP,14
4138,H&R,NNP,11
4139,H.,NNP,9
4140,H.F.,NNP,5
4141,HAS,VBZ,2
4142,HASTINGS,NNP,2
4143,HDTV-screen,JJ,1
4144,HEALTH,NN,1
4145,HEARS,VBZ,1
4146,HEAVY,JJ,1
4147,HEI,NNP,2
4148,HENRI,NNP,1
4149,HERE,NNP,1
4150,HEYNOW,NNP,1
4151,HHS,NNP,3
4152,HLR,NNP,1
4153,HOLLYWOOD,NNP,1
4154,HOME,NNP,2
4155,HOT,JJ,1
4156,HRH,NNP,1
4157,HUD,NNP,20
4158,HUNTING,NN,1
4159,HURRICANE,NNP,1
4160,Had,VBD,3
4161,Hadley,NNP,1
4162,Hagen,NNP,2
4163,Hager,NNP,1
4164,Haines,NNP,2
4165,Haiti,NNP,1
4166,Hajak,NNP,1
4167,Hale,NNP,1
4168,Half,NN,1
4169,Hall,NNP,4
4170,Hallmark,NNP,1
4171,Halloween,NNP,2
4172,Hallwood,NNP,3
4173,Halva-Neubauer,NNP,1
4174,Hamburg,NNP,1
4175,Hampshire,NNP,2
4176,Hanauer,NNP,1
4177,Hancock,NNP,2
4178,Hannibal,NNP,1
4179,Hanoi,NNP,4
4180,Hanover,NNP,10
4181,Hans,NNP,1
4182,Hans-Dietrich,NNP,1
4183,Hansen,NNP,1
4184,Hanson,NNP,3
4185,Har-Lev,NNP,1
4186,Harbanse,NNP,1
4187,Harbor,NNP,2
4188,Hard-hitting,JJ,1
4189,Hargrave,NNP,1
4190,Harley,NNP,2
4191,Harley-Davidson,NNP,3
4192,Harold,NNP,5
4193,Harper,NNP,1
4194,Harrah,NNP,1
4195,Harriet,NNP,1
4196,Harriman,NNP,1
4197,Harris,NNP,5
4198,Harrisburg,NNP,1
4199,Harrison,NNP,1
4200,Harry,NNP,6
4201,Hart,NNP,4
4202,Hart-Scott-Rodino,NNP,3
4203,Hartford,NNP,3
4204,Hartt,NNP,1
4205,Harty,NNP,3
4206,Harvard,NNP,5
4207,Harvey,NNP,1
4208,Hasbro,NNP,6
4209,Haskins,NNP,6
4210,Hassenfeld,NNP,1
4211,Hastert,NNP,1
4212,Hastings,NNP,10
4213,Hatch,NNP,1
4214,Hatchett,NNP,1
4215,Hathaway,NNP,4
4216,Hauptman,NNP,2
4217,Have,VB,1
4218,Havel,NNP,1
4219,Haven,NNP,1
4220,Having,VBG,6
4221,Hawaii,NNP,2
4222,Hawaiian,NNP,1
4223,Hawaiian\/Japanese,JJ,1
4224,Hawley,NNP,2
4225,Hawthorne,NNP,1
4226,Hayes,NNP,3
4227,Hayward,NNP,1
4228,He,PRP,172
4229,Health,NNP,15
4230,Health-care,JJ,1
4231,HealthVest,NNP,10
4232,Healthcare,NNP,2
4233,Heart,NNP,2
4234,Heating,NN,1
4235,Heavy,JJ,1
4236,Heberto,NNP,1
4237,Heerden,NNP,1
4238,Heidelberg,NNP,2
4239,Heidi,NNP,1
4240,Heileman,NNP,1
4241,Heineken,NNP,1
4242,Heinz,NNP,1
4243,Helane,NNP,1
4244,Helliesen,NNP,1
4245,Helmsley,NNP,13
4246,HelmsleySpear,NNP,2
4247,Helmut,NNP,3
4248,Help,VB,1
4249,Helped,VBN,1
4250,Helpless,NNP,1
4251,Hemingway,NNP,1
4252,Hempel,NNP,1
4253,Hence,RB,1
4254,Hendrik,NNP,4
4255,Henry,NNP,3
4256,Hens,NNS,1
4257,Hepatitis,NNP,1
4258,Her,PRP$,8
4259,Herald,NNP,1
4260,Herbert,NNP,4
4261,Here,RB,13
4262,Heritage,NNP,1
4263,Herman,NNP,1
4264,Hermann,NNP,1
4265,Hernandez,NNP,1
4266,Herrman,NNP,1
4267,Hershhenson,NNP,1
4268,Herslow,NNP,1
4269,Hewlett-Packard,NNP,21
4270,Hibler,NNP,1
4271,Hickman,NNP,1
4272,Hicks,NNP,2
4273,Higgins,NNP,1
4274,High,NNP,3
4275,High-end,JJ,1
4276,High-grade,JJ,2
4277,Higher,JJR,1
4278,Higher-income,JJR,1
4279,Highland,NNP,3
4280,Highly,RB,1
4281,Highway,NNP,3
4282,Highways,NNS,1
4283,Hill,NNP,13
4284,Hills,NNP,3
4285,Hillsdown,NNP,1
4286,Hilton,NNP,3
4287,Him,PRP,1
4288,Himebaugh,NNP,2
4289,Himont,NNP,1
4290,Hiram,NNP,1
4291,Hiroyuki,NNP,1
4292,Hirschfeld,NNP,1
4293,His,PRP$,27
4294,Hispanic,JJ,3
4295,Hispanics,NNPS,2
4296,History,NN,1
4297,Hit,VBN,1
4298,Hitachi,NNP,1
4299,Hive,NNP,1
4300,Ho,NNP,1
4301,Hoa,NNP,1
4302,Hoboken,NNP,1
4303,Hochiminh,NNP,4
4304,Hockney,NNP,1
4305,Hoechst,NNP,2
4306,Hoelzer,NNP,6
4307,Hoffman,NNP,1
4308,Holders,NNS,1
4309,Holding,NNP,13
4310,Holdings,NNP,11
4311,Holewinski,NNP,1
4312,Holiday,NNP,11
4313,Hollinger,NNP,1
4314,Hollings,NNP,1
4315,Hollister,NNP,1
4316,Holliston,NNP,2
4317,Hollywood,NNP,17
4318,Holmes,NNP,8
4319,Home,NNP,19
4320,HomeFed,NNP,3
4321,Homerun,NN,1
4322,Homes,NNP,2
4323,Honda,NNP,1
4324,Honduran,JJ,1
4325,Hondurans,NNS,1
4326,Honduras,NNP,4
4327,Honecker,NNP,28
4328,Honeybee,NNP,1
4329,Honeywell,NNP,2
4330,Hong,NNP,16
4331,Hongkong,NNP,1
4332,Hooker,NNP,1
4333,Hoot,NNP,1
4334,Hopkins,NNP,1
4335,Horizons,NNP,1
4336,Hoses,NNS,1
4337,Hospital,NNP,2
4338,Hospitals,NNS,2
4339,Hostile,JJ,1
4340,Hot,NNP,1
4341,Hotel,NNP,3
4342,Hotels,NNP,2
4343,Hotline,NNP,1
4344,Hours,NNS,1
4345,House,NNP,93
4346,House-Senate,NNP,2
4347,House-passed,JJ,2
4348,Housing,NN,2
4349,Housing,NNP,7
4350,Housings,NNS,1
4351,Houston,NNP,11
4352,Houston-based,JJ,1
4353,Houston-based,NNP,2
4354,How,WRB,8
4355,Howard,NNP,1
4356,However,RB,36
4357,Hoy,NNP,1
4358,Hoylake,NNP,1
4359,Hoyt,NNP,2
4360,Huard,NNP,1
4361,Hubble,NNP,2
4362,Hudson,NNP,3
4363,Huff,NNP,1
4364,Huge,JJ,1
4365,Hugely,RB,1
4366,Huggies,NNPS,1
4367,Huggins,NNP,1
4368,Hugh,NNP,1
4369,Hughey,NNP,3
4370,Hugo,NNP,30
4371,Human,NNP,5
4372,Humana,NNP,2
4373,Humphreys,NNP,1
4374,Hun,NNP,3
4375,Hundreds,NNS,1
4376,Hungarian,JJ,2
4377,Hungary,NNP,15
4378,Hunt,NNP,12
4379,Hunter,NNP,3
4380,Hunterdon,NNP,1
4381,Huntington,NNP,1
4382,Huricane,NNP,1
4383,Hurrican,NNP,1
4384,Hurricane,NNP,23
4385,Hurst,NNP,1
4386,Hustead,NNP,1
4387,Hut,NNP,2
4388,Hutchinson,NNP,6
4389,Hutton,NNP,17
4390,Huy,NNP,1
4391,Hyman,NNP,1
4392,I,PRP,323
4393,I'm-coming-down-your-throat,JJ,1
4394,I-880,NN,3
4395,I.,NNP,4
4396,I.B.M.,NNP,1
4397,I.E.P.,NNP,1
4398,IAFP,NNP,6
4399,IATA,NNP,2
4400,IBC\/Donoghue,NN,3
4401,IBM,NN,1
4402,IBM,NNP,59
4403,IBM-compatible,JJ,3
4404,IDS,NNP,1
4405,IF,IN,3
4406,II,NNP,11
4407,III,NNP,6
4408,IIcx,NNP,1
4409,IMA,NNP,4
4410,IMF,NNP,3
4411,IMS,NNP,1
4412,IN,IN,4
4413,INC.,NNP,1
4414,INTERBANK,NNP,2
4415,IRA,NNP,3
4416,IRAs,NNS,5
4417,IRS,NNP,28
4418,IS,VBZ,2
4419,ISC\/Bunker,NNP,1
4420,IT,PRP,2
4421,Iberian,NNP,1
4422,Icahn,NNP,2
4423,Id,NN,1
4424,Idaho,NNP,1
4425,If,IN,79
4426,Ignatius,NNP,1
4427,Ignazio,NNP,1
4428,Ill,NNP,3
4429,Ill-considered,JJ,1
4430,Ill.,NNP,5
4431,Illinois,NNP,13
4432,Imagine,VB,1
4433,Imasco,NNP,2
4434,Immunex,NNP,1
4435,Impasse,NNP,1
4436,Imperial,NNP,4
4437,Impetus,NN,1
4438,Import,NN,1
4439,Impossible,JJ,1
4440,Imprisoned,VBN,1
4441,Improvement,NNP,1
4442,Improving,VBG,1
4443,In,IN,405
4444,Inc,NNP,39
4445,Inc.,NNP,237
4446,Included,VBN,1
4447,Includes,VBZ,3
4448,Including,VBG,2
4449,Income,NNP,2
4450,Increasingly,RB,2
4451,Ind.,NNP,2
4452,Indeed,RB,15
4453,Independent,JJ,2
4454,Independent,NNP,7
4455,Independents,NNPS,1
4456,Index,NNP,18
4457,Indexed,JJ,1
4458,Indexes,NNS,1
4459,Indexing,NN,2
4460,India,NNP,3
4461,Indian,NNP,1
4462,Indiana,NNP,2
4463,Individual,JJ,3
4464,Individual,NNP,3
4465,Indochina,NNP,1
4466,Industria,NNP,1
4467,Industrial,NNP,22
4468,Industriali,NNP,1
4469,Industrials,NNP,1
4470,Industrie,NNP,1
4471,Industriels,NNPS,1
4472,Industries,NNP,20
4473,Industries,NNPS,14
4474,Industry,NN,6
4475,Industry,NNP,4
4476,Inflation,NN,2
4477,Information,NN,1
4478,Information,NNP,9
4479,Infotechnology,NNP,1
4480,Ing,NNP,2
4481,Initial,JJ,3
4482,Initiative,NNP,1
4483,Inland,NNP,3
4484,Inmac,NNP,2
4485,Inn,NNP,2
4486,Inner,NNP,1
4487,Innocent,JJ,1
4488,Innovative,JJ,1
4489,Insider,NNP,1
4490,Insitutional,JJ,1
4491,Inspection,NNP,1
4492,Inspired,VBN,1
4493,Instead,RB,12
4494,Institut,NNP,1
4495,Institute,NNP,20
4496,Institutional,JJ,2
4497,Institutions,NNP,1
4498,Institutions,NNS,2
4499,Instruments,NNP,1
4500,Instruments,NNPS,1
4501,Insurance,NN,2
4502,Insurance,NNP,33
4503,Insureres,NNS,1
4504,Insurers,NNS,4
4505,Intech,NNP,1
4506,Intel,NNP,7
4507,Intelligence,NNP,3
4508,Interest,NN,9
4509,Interest,NNP,1
4510,Intergroup,NNP,1
4511,Intermediate,NNP,2
4512,Internal,NNP,5
4513,International,NNP,75
4514,Interpublic,NNP,3
4515,Interstate,NNP,9
4516,Investigating,VBG,1
4517,Investigation,NNP,5
4518,Investigators,NNS,2
4519,Investment,NN,1
4520,Investment,NNP,20
4521,Investment-grade,JJ,2
4522,Investments,NNP,1
4523,Investments,NNPS,1
4524,Investor,NNP,5
4525,Investors,NNP,12
4526,Investors,NNS,26
4527,Io,NNP,2
4528,Iowa,NNP,1
4529,Iran,NNP,2
4530,Iran-Contra,NNP,2
4531,IranU.S,NNP,1
4532,Iranian,NNP,2
4533,Iraq,NNP,2
4534,Ireland,NNP,1
4535,Irish,JJ,3
4536,Irishmen,NNPS,1
4537,Ironically,RB,1
4538,Irvine,NNP,3
4539,Irving,NNP,3
4540,Is,VBZ,5
4541,Islamic,NNP,2
4542,Island,NNP,6
4543,Islands,NNP,1
4544,Islands,NNPS,4
4545,Isle,NNP,2
4546,Isler,NNP,6
4547,Ismail,NNP,1
4548,Isola,NNP,1
4549,Israel,NNP,2
4550,Israeli,JJ,4
4551,Israeli-Palestinian,JJ,1
4552,Issues,NNP,1
4553,Issues,NNS,5
4554,Issuing,VBG,1
4555,Istat,NNP,2
4556,Isuzu,NNP,1
4557,It,PRP,231
4558,Italian,JJ,3
4559,Italian,NNP,1
